チケットID,チケット名,運営会社,全運営会社,会社数,联名フラグ,地域コード,地域,地域(中),跨地域,発売タイプコード,発売タイプ,発売タイプ(中),媒体,紙チケット,スマホチケット,発売状況コード,発売状況図例,発売開始,発売終了,大人料金,小人料金,最低料金,料金,有効期間,有効日数,発売期間,利用期間,フリー区間,区間地図,利用可能設備,制限事項,制限数,発売箇所,問合せ,備考,公式URL,公式リンク,拡張項目,詳細URL,保存ファイル,表示順,取得日時,タイトル,発売数量,申込期間,申込場所,元索引
osakametoro99,大阪マラソン2day pass,大阪市高速電気軌道 (大阪メトロ),['大阪市高速電気軌道 (大阪メトロ)'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,ended,終了,,,1100,,1100,"大人：1,100円／小人：---円",任意の連続する2日間,2,2026年2月16日〜2026年2月22日,2026年2月20日〜2026年2月23日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakametoro01.gif'],,"['大阪シティバス,いまざとライナー,オンデマンドバスは利用不可']",1,スルッとQRtto,Osaka Metro・シティバスお客さまセンター TEL:050-3355-8208,,https://www.osakametro.co.jp/news/news/notice/20260201_osakamarathon_cheer.php,"[{'text': '大阪市高速電気軌道', 'url': 'https://www.osakametro.co.jp/news/news/notice/20260201_osakamarathon_cheer.php'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro99.htm,osakametoro99.htm,172,2026-08-10 01:30:50.424840+00:00,大阪マラソン2day pass,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro99.htm
kitakyu91,リアル謎解きゲーム ナゾときっぷ(北急編),北大阪急行電鉄,['北大阪急行電鉄'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2026/3/16  〜12/25,2026/3/16,2026/12/25,2400,,2400,"大人：2,400円",１日,1,2026年4月17日〜2026年12月25日,2026年4月17日〜2026年12月25日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kitakyu01.gif'],,[],0,スルッとQRtto,北大阪急行電鉄 TEL:,,https://www.kita-kyu.co.jp/event/,"[{'text': '北大阪急行電鉄', 'url': 'https://www.kita-kyu.co.jp/event/'}
 {'text': 'イベント公式ページ', 'url': 'https://nazotoki-zepets.com/nazotokippu2026/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kitakyu91.htm,kitakyu91.htm,177,2026-08-10 01:30:50.424840+00:00,リアル謎解きゲーム ナゾときっぷ(北急編),不明,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kitakyu91.htm
kitakyu92,ひらパーGo!Go!チケット(北大阪急行版),北大阪急行電鉄,['北大阪急行電鉄'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2026/3/20  〜2027/3/31,2026/3/20,2027/3/31,2820,1460,1460,"大人：2,820円／小人：1,460円",１日間,1,2026年3月20日〜2027年3月31日,2026年4月1日〜2027年3月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kitakyu92.gif'],,[],0,スルッとQRttoサイト,北大阪急行電鉄,,https://www.kita-kyu.co.jp/train/ticket/value/,"[{'text': '北大阪急行電鉄', 'url': 'https://www.kita-kyu.co.jp/train/ticket/value/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kitakyu92.htm,kitakyu92.htm,179,2026-08-10 01:30:50.424840+00:00,ひらパーGo!Go!チケット 【北大阪急行版】,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kitakyu92.htm
osakamono96,休日満喫1dayモバイルチケット,大阪高速鉄道,['大阪高速鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,on_sale,発売中,,,700,300,300,大人：700円／小人：300円,１日,1,2026年4月1日〜2027年3月31日,休日ダイヤ運行日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakamono.gif'],,[],0,スルッとQRtto,大阪高速鉄道・運輸部業務課 TEL:06-6875-3132,,https://www.osaka-monorail.co.jp/ticket/value/33,"[{'text': '大阪高速鉄道', 'url': 'https://www.osaka-monorail.co.jp/ticket/value/33'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono96.htm,osakamono96.htm,182,2026-08-10 01:30:50.424840+00:00,休日満喫1dayモバイルチケット,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono96.htm
osakamono97,オフピークモバイルチケット,大阪高速鉄道,['大阪高速鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,on_sale,発売中,,,600,,600,大人：600円／小人：－,１日,1,2026年4月1日〜2027年3月31日,"平日ダイヤ運行日 
 10時〜16時に入場(出場は16時45分まで)",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakamono.gif'],,[],0,スルッとQRtto,大阪高速鉄道・運輸部業務課 TEL:06-6875-3132,,https://www.osaka-monorail.co.jp/ticket/value/33,"[{'text': '大阪高速鉄道', 'url': 'https://www.osaka-monorail.co.jp/ticket/value/33'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono97.htm,osakamono97.htm,183,2026-08-10 01:30:50.424840+00:00,オフピークモバイルチケット,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono97.htm
osakamono90,ニフレル エンジョイパス,大阪高速鉄道,['大阪高速鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,on_sale,発売中,,,,1400,1400,"高校生以上：2,900円／中学生：1,700円／小人：1,400円",１日,1,2026年4月1日〜2027年3月31日,2026年4月1日〜2027年3月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakamono.gif'],,[],0,スルッとQRtto,大阪高速鉄道・運輸部業務課 TEL:06-6875-3132,,https://www.osaka-monorail.co.jp/ticket/value/23,"[{'text': '大阪高速鉄道', 'url': 'https://www.osaka-monorail.co.jp/ticket/value/23'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono90.htm,osakamono90.htm,184,2026-08-10 01:30:50.424840+00:00,ニフレル エンジョイパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono90.htm
osakamono98,お得に万博記念公園エンジョイパス,大阪高速鉄道,['大阪高速鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2026/3/20  〜2027/3/31,2026/3/20,2027/3/31,1000,,1000,"大人：1,000円／小人：－",１日,1,2026年4月1日〜2027年3月31日,2026年4月1日〜2027年3月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakamono.gif'],,[],0,スルッとQRtto,大阪高速鉄道・運輸部業務課 TEL:06-6875-3132,,https://www.osaka-monorail.co.jp/ticket/value/29,"[{'text': '大阪高速鉄道', 'url': 'https://www.osaka-monorail.co.jp/ticket/value/29'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono98.htm,osakamono98.htm,185,2026-08-10 01:30:50.424840+00:00,お得に万博記念公園エンジョイパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono98.htm
osakamono52,ひらパーGo!Go!チケット(大阪モノレール版),大阪高速鉄道,['大阪高速鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2026/3/20  〜2027/3/31,2026/3/20,2027/3/31,2530,1310,1310,"大人：2,530円／小人：1,310円",１日間,1,2026年3月20日〜2027年3月31日,2026年4月1日〜2027年3月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakamono52.gif'],,[],0,スルッとQRttoサイト,大阪高速鉄道,,https://www.osaka-monorail.co.jp/ticket/value/31,"[{'text': '大阪高速鉄道', 'url': 'https://www.osaka-monorail.co.jp/ticket/value/31'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono52.htm,osakamono52.htm,186,2026-08-10 01:30:50.424840+00:00,ひらパーGo!Go!チケット 【大阪モノレール版】,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono52.htm
nankai102,NANKAI 1DAY PASS,南海電気鉄道,['南海電気鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,ended,終了,,,2500,,2500,"大人：2,500円",1日間,1,2025年4月13日〜2025年10月13日,2025年4月13日〜2025年10月13日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nankai102.gif'],,['QRコード専用改札を設置している駅のみ利用可'],1,スルッとQRtto,南海電気鉄道 南海コールセンター ：050-3090-2608 (8:00〜21:00),,https://www.nankai.co.jp/traffic/digital/nankai_1day_pass.html?utm_source=nankai_official&utm_medium=expo25_lp&utm_campaign=ticket_1daypass,"[{'text': '南海電気鉄道', 'url': 'https://www.nankai.co.jp/traffic/digital/nankai_1day_pass.html?utm_source=nankai_official&utm_medium=expo25_lp&utm_campaign=ticket_1daypass'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai102.htm,nankai102.htm,190,2026-08-10 01:30:50.424840+00:00,NANKAI 1DAY PASS,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai102.htm
nankai104,南海×通天閣きっぷ,南海電気鉄道,['南海電気鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,ended,終了,,,1700,,1700,"大人：1,700円",1日間,1,2025年4月25日〜2025年10月13日,2025年4月25日〜2025年10月13日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nankai104.gif'],,['QRコード専用改札を設置している駅のみ利用可'],1,スルッとQRtto,南海電気鉄道 南海コールセンター ：050-3090-2608 (8:00〜21:00),,https://www.nankai.co.jp/traffic/digital/nankai_tsutenkaku.html,"[{'text': '南海電気鉄道', 'url': 'https://www.nankai.co.jp/traffic/digital/nankai_tsutenkaku.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai104.htm,nankai104.htm,191,2026-08-10 01:30:50.424840+00:00,南海×通天閣きっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai104.htm
nankai100,南海うみまち39きっぷ,南海電気鉄道,['南海電気鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,period,2026/4/25  〜11/8,2026/4/25,2026/11/8,3900,,3900,"大人：3,900円",1日間,1,2026年4月25日〜2026年11月8日,"2026年4月25日〜2026年11月8日の土休日 
 2026年8月10日〜2026年8月14日の毎日",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nankai103.gif'],,[],0,"難波,新今宮,天下茶屋,堺,羽衣,泉大津,岸和田,貝塚,泉佐野,尾崎,みさき公園,和歌山市,堺東,三国ケ丘,中百舌鳥,北野田,金剛,河内長野,林間田園都市,橋本,和泉中央",南海電気鉄道 南海コールセンター ：050-3090-2608 (8:00〜21:00),,https://www.nankai.co.jp/traffic/otoku/umimachi.html,"[{'text': '南海電気鉄道', 'url': 'https://www.nankai.co.jp/traffic/otoku/umimachi.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai100.htm,nankai100.htm,194,2026-08-10 01:30:50.424840+00:00,南海うみまち39きっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai100.htm
nankai99,南海旅なぞ TRAIN2026 〜謎解きは旅の途中で〜１日フリー乗車券,南海電気鉄道,['南海電気鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,period,2026/7/17  〜2027/3/20,2026/7/17,2027/3/20,2700,500,500,"大人：2,700円（謎解きキット付き）／小人：500円（謎解きキットなし）",1日間,1,2026年7月17日〜2027年3月20日,2026年7月17日〜2027年3月20日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nankai98.gif'],,"['謎解きキット１式(小人は、フリーきっぷのみ)' '小人券は単品購入不可。大人用1部につき、2枚まで同時購入可能'
 '「特急座席指定車」乗車時は、別途、特急券・座席指定券が必要。']",3,南海デジタルチケット,南海電気鉄道 南海コールセンター ：050-3090-2608 (8:00〜21:00),,https://www.nankai.co.jp/traffic/digital/nazotoki_2026.html,"[{'text': '南海電気鉄道', 'url': 'https://www.nankai.co.jp/traffic/digital/nazotoki_2026.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai99.htm,nankai99.htm,195,2026-08-10 01:30:50.424840+00:00,南海旅なぞ TRAIN2026 〜謎解きは旅の途中で〜１日フリー乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai99.htm
nankai105,南海電鉄140周年×｢INI｣ WINTER SINGLE記念乗車券,南海電気鉄道,['南海電気鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,ended,終了,,,2500,,2500,"大人：2,500円",1日間,1,2025年10月31日〜2026年1月31日,2025年10月31日〜2026年1月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nankai98.gif'],,['QRコード専用改札を設置している駅のみ利用可'],1,"難波,新今宮,天下茶屋,堺,羽衣,泉大津,岸和田,貝塚,泉佐野,尾崎,みさき公園,和歌山市,りんくうタウン,関西空港,住吉東,堺東,三国ケ丘,中百舌鳥,北野田,金剛,河内長野,林間田園都市,橋本,高野山,深井,泉ケ丘,栂・美木多,光明池,和泉中央 
 南海電車グッズオンラインショップ",南海電気鉄道 南海コールセンター ：050-3090-2608 (8:00〜21:00),,https://www.nankai.co.jp/lib/company/news/pdf/251009_1.pdf,"[{'text': '南海電気鉄道', 'url': 'https://www.nankai.co.jp/lib/company/news/pdf/251009_1.pdf'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai105.htm,nankai105.htm,196,2026-08-10 01:30:50.424840+00:00,南海電鉄140周年×｢INI｣ WINTER SINGLE記念乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai105.htm
nankai106,YOASOBI×めでたいでんしゃ加太線1dayきっぷ,南海電気鉄道,['南海電気鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,ended,終了,,,1000,,1000,"大人：1,000円／小人：---円",１日間,1,2025年10月1日〜2025年12月31日,2025年10月1日〜2025年12月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nankai95.gif'],,['「特急座席指定車」乗車時は、別途、特急券・座席指定券が必要。'],1,"難波,新今宮,天下茶屋,堺,羽衣,泉大津,岸和田,貝塚,泉佐野,尾崎,みさき公園,和歌山市,りんくうタウン,関西空港,住吉東,堺東,三国ケ丘,中百舌鳥,北野田,金剛,河内長野,林間田園都市,橋本,高野山,深井,泉ケ丘,栂・美木多,光明池,和泉中央 
 南海電車グッズオンラインショップ",南海電気鉄道 南海テレホンセンター ：06-6643-1005 (8:30〜18:30),,https://www.nankai.co.jp/lib/company/news/pdf/250916.pdf,"[{'text': '南海電気鉄道', 'url': 'https://www.nankai.co.jp/lib/company/news/pdf/250916.pdf'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai106.htm,nankai106.htm,197,2026-08-10 01:30:50.424840+00:00,YOASOBI×めでたいでんしゃ加太線1dayきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai106.htm
nankai92,敬老の日1dayチケット,南海電気鉄道,['南海電気鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],autumn,秋限定タイプ,秋季限定,['実券'],TRUE,FALSE,ended,終了,,,1150,350,350,"大人：1,150円／小人：350円",有効期間内の任意の1日間,1,2019年8月26日〜2019年9月6日,2019年9月14日〜2019年9月16日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nankai91.gif'],"特急座席指定車 特急・快速・普通 
 ▲ ○ 
 
 
 ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可",['「特急座席指定車」乗車時は、別途、特急券・座席指定券が必要。' '小人券は、大人券と同時購入の場合に発売。大人券1枚に付き2枚まで購入可能。'],2,"南海線・高野線の各駅窓口（一部の駅を除く）,泉北高速鉄道各駅","南海電気鉄道 南海テレホンセンター ：06-6643-1005 (8:30〜18:30) 
 泉北高速鉄道 運輸部 運輸業務課：0725-57-3000",,http://www.nankai.co.jp/traffic/otoku/keirou_2019.html,"[{'text': '南海電気鉄道', 'url': 'http://www.nankai.co.jp/traffic/otoku/keirou_2019.html'}
 {'text': '泉北高速鉄道', 'url': 'http://www.semboku.jp/cat_news/8501/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai92.htm,nankai92.htm,198,2026-08-10 01:30:50.424840+00:00,敬老の日1dayチケット,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai92.htm
nankai91,南海・泉北 新春乗り放題きっぷ(2DAY),南海電気鉄道,['南海電気鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],winter,年末年始限定タイプ,年末年初限定,['実券'],TRUE,FALSE,ended,終了,,,2200,,2200,"オンライン 大人：2,200円 
 駅売り 大人：2,200円",期間中の任意の２日間,2,"オンライン先行発売：2022年12月12日〜2022年12月20日 
 駅発売：2022年12月12日〜2022年12月30日",2023年1月1日〜2023年1月15日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nankai91.gif'],,['「特急座席指定車」乗車時は、別途、特急券・座席指定券が必要。'],1,"オンライン先行発売 
 
 南海電車グッズ オンラインショップ 
 
 南海線・高野線の各駅窓口(一部の駅を除く) 
 泉北高速鉄道各駅(深井〜和泉中央)窓口","南海電気鉄道 南海テレホンセンター：06-6643-1005(8:30〜18:30) 
 
泉北高速鉄道 運輸業務課 ：0725-57-3000(平日 9:30〜17:30)",,https://www.nankai.co.jp/traffic/otoku/senbokushinsyun.html,"[{'text': '南海電気鉄道', 'url': 'https://www.nankai.co.jp/traffic/otoku/senbokushinsyun.html'}
 {'text': '泉北高速鉄道', 'url': 'http://www.semboku.jp/cat_news/13948/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai91.htm,nankai91.htm,199,2026-08-10 01:30:50.424840+00:00,南海・泉北 新春乗り放題きっぷ（2DAY）,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nankai91.htm
hankai02,TAKE TAKEきっぷ(１日乗車券),阪堺電気軌道,['阪堺電気軌道'],1,FALSE,kinki,近畿,近畿,['近畿'],tunen,通年発売タイプ,全年发售,['実券'],TRUE,FALSE,on_sale,発売中,,,700,350,350,大人：700円 小人：350円,１日間,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/hankai02.gif'],,[],0,"天王寺駅前,南霞町,我孫子道,浜寺駅前の乗車券販売所 
 
恵美須町,天王寺駅前,住吉公園 
 
本社および運輸区(我孫子道)",阪堺電気軌道・営業課 TEL:06-6671-3080,,http://www.hankai.co.jp/ticket/#taketake,"[{'text': '阪堺電気軌道', 'url': 'http://www.hankai.co.jp/ticket/#taketake'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hankai02.htm,hankai02.htm,200,2026-08-10 01:30:50.424840+00:00,TAKE TAKE(てくてく)きっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hankai02.htm
hankai03,トリップチケット,阪堺電気軌道,['阪堺電気軌道'],1,FALSE,kinki,近畿,近畿,['近畿'],tunen,通年発売タイプ,全年发售,['デジタル'],FALSE,TRUE,on_sale,発売中,,,680,340,340,大人：680円 小人：340円,１日間,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/hankai02.gif'],,[],0,RYDE PASS,阪堺電気軌道・営業課 TEL:06-6671-3080,,http://www.hankai.co.jp/ticket/#taketake,"[{'text': '阪堺電気軌道', 'url': 'http://www.hankai.co.jp/ticket/#taketake'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/0P231MDSME8X'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hankai03.htm,hankai03.htm,201,2026-08-10 01:30:50.424840+00:00,トリップチケット,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hankai03.htm
